thisProcessorNumber 3 out of 4
line 1000, partTime 1671, wholeTime 1671
line 2000, partTime 2303, wholeTime 3975
line 3000, partTime 10167, wholeTime 14142
line 4000, partTime 8965, wholeTime 23107
line 5000, partTime 11499, wholeTime 34607
line 6000, partTime 9492, wholeTime 44100
line 7000, partTime 9933, wholeTime 54033
line 8000, partTime 6837, wholeTime 60871
line 9000, partTime 58184, wholeTime 119055
line 10000, partTime 69674, wholeTime 188730
line 11000, partTime 68913, wholeTime 257644
line 12000, partTime 52920, wholeTime 310564
line 13000, partTime 41541, wholeTime 352106
line 14000, partTime 75773, wholeTime 427880
line 15000, partTime 59059, wholeTime 486939
line 16000, partTime 50856, wholeTime 537796
line 17000, partTime 43101, wholeTime 580897
line 18000, partTime 48851, wholeTime 629748
line 19000, partTime 66355, wholeTime 696104
line 20000, partTime 69270, wholeTime 765375
line 21000, partTime 86285, wholeTime 851660
line 22000, partTime 51164, wholeTime 902825
line 23000, partTime 84836, wholeTime 987661
line 24000, partTime 54319, wholeTime 1041981
line 25000, partTime 42428, wholeTime 1084410
line 26000, partTime 96977, wholeTime 1181388
line 27000, partTime 38256, wholeTime 1219644
line 28000, partTime 58026, wholeTime 1277670
line 29000, partTime 27561, wholeTime 1305231
line 30000, partTime 60550, wholeTime 1365782
line 31000, partTime 25497, wholeTime 1391280
line 32000, partTime 26827, wholeTime 1418107
line 33000, partTime 20071, wholeTime 1438178
line 34000, partTime 479807, wholeTime 1917986
line 35000, partTime 301650, wholeTime 2219636
line 36000, partTime 483979, wholeTime 2703616
line 37000, partTime 272879, wholeTime 2976496
line 38000, partTime 452343, wholeTime 3428840
line 39000, partTime 313194, wholeTime 3742035
line 40000, partTime 307245, wholeTime 4049280
line 41000, partTime 303548, wholeTime 4352829
line 42000, partTime 226928, wholeTime 4579757
line 43000, partTime 492524, wholeTime 5072282
line 44000, partTime 220350, wholeTime 5292632
line 45000, partTime 398743, wholeTime 5691375
