thisProcessorNumber 54 out of 120
line 1000, partTime 31394, wholeTime 31394
line 2000, partTime 30037, wholeTime 61431
line 3000, partTime 78112, wholeTime 139543
line 4000, partTime 120897, wholeTime 260440
line 5000, partTime 63572, wholeTime 324012
line 6000, partTime 105370, wholeTime 429382
line 7000, partTime 54217, wholeTime 483599
line 8000, partTime 30295, wholeTime 513894
line 9000, partTime 222712, wholeTime 736607
line 10000, partTime 418270, wholeTime 1154877
line 11000, partTime 251154, wholeTime 1406031
line 12000, partTime 319064, wholeTime 1725096
line 13000, partTime 93344, wholeTime 1818440
line 14000, partTime 308635, wholeTime 2127076
line 15000, partTime 210649, wholeTime 2337725
line 16000, partTime 94211, wholeTime 2431936
line 17000, partTime 166050, wholeTime 2597986
line 18000, partTime 113871, wholeTime 2711857
line 19000, partTime 111270, wholeTime 2823128
line 20000, partTime 349328, wholeTime 3172456
line 21000, partTime 212976, wholeTime 3385433
line 22000, partTime 205885, wholeTime 3591318
line 23000, partTime 137973, wholeTime 3729291
line 24000, partTime 165447, wholeTime 3894739
line 25000, partTime 71700, wholeTime 3966439
line 26000, partTime 186812, wholeTime 4153252
line 27000, partTime 146243, wholeTime 4299495
line 28000, partTime 219388, wholeTime 4518883
line 29000, partTime 46178, wholeTime 4565062
line 30000, partTime 38640, wholeTime 4603702
line 31000, partTime 37684, wholeTime 4641386
line 32000, partTime 78817, wholeTime 4720203
line 33000, partTime 137429, wholeTime 4857632
line 34000, partTime 1613891, wholeTime 6471524
line 35000, partTime 1347889, wholeTime 7819413
line 36000, partTime 812825, wholeTime 8632238
line 37000, partTime 311623, wholeTime 8943861
line 38000, partTime 448383, wholeTime 9392244
line 39000, partTime 853493, wholeTime 10245737
line 40000, partTime 1043163, wholeTime 11288900
line 41000, partTime 320013, wholeTime 11608914
line 42000, partTime 892344, wholeTime 12501258
line 43000, partTime 781780, wholeTime 13283038
line 44000, partTime 587147, wholeTime 13870186
line 45000, partTime 895118, wholeTime 14765304
line 46000, partTime 557548, wholeTime 15322852
line 47000, partTime 657621, wholeTime 15980473
line 48000, partTime 293344, wholeTime 16273817
line 49000, partTime 321733, wholeTime 16595550
line 50000, partTime 215912, wholeTime 16811462
line 51000, partTime 112106, wholeTime 16923568
line 52000, partTime 1005877, wholeTime 17929445
line 53000, partTime 1274756, wholeTime 19204201
line 54000, partTime 673152, wholeTime 19877354
line 55000, partTime 486899, wholeTime 20364253
line 56000, partTime 207349, wholeTime 20571602
line 57000, partTime 547452, wholeTime 21119055
line 58000, partTime 370700, wholeTime 21489755
line 59000, partTime 521959, wholeTime 22011714
line 60000, partTime 201143, wholeTime 22212857
line 61000, partTime 330135, wholeTime 22542992
line 62000, partTime 199711, wholeTime 22742704
line 63000, partTime 610608, wholeTime 23353312
line 64000, partTime 348577, wholeTime 23701889
line 65000, partTime 182778, wholeTime 23884667
line 66000, partTime 250952, wholeTime 24135619
line 67000, partTime 203217, wholeTime 24338836
line 68000, partTime 81414, wholeTime 24420251
line 69000, partTime 284739, wholeTime 24704990
line 70000, partTime 116017, wholeTime 24821007
line 71000, partTime 169271, wholeTime 24990279
line 72000, partTime 149436, wholeTime 25139715
line 73000, partTime 53294, wholeTime 25193009
line 74000, partTime 206407, wholeTime 25399416
line 75000, partTime 1314204, wholeTime 26713620
line 76000, partTime 1201416, wholeTime 27915037
line 77000, partTime 564042, wholeTime 28479079
line 78000, partTime 1179452, wholeTime 29658532
line 79000, partTime 897069, wholeTime 30555601
line 80000, partTime 149003, wholeTime 30704605
line 81000, partTime 588752, wholeTime 31293357
line 82000, partTime 391317, wholeTime 31684674
line 83000, partTime 462193, wholeTime 32146867
line 84000, partTime 496342, wholeTime 32643209
line 85000, partTime 155760, wholeTime 32798970
line 86000, partTime 176561, wholeTime 32975531
line 87000, partTime 482864, wholeTime 33458396
line 88000, partTime 662386, wholeTime 34120782
line 89000, partTime 702230, wholeTime 34823012
line 90000, partTime 513119, wholeTime 35336131
line 91000, partTime 374004, wholeTime 35710136
line 92000, partTime 143411, wholeTime 35853547
line 93000, partTime 177377, wholeTime 36030924
line 94000, partTime 77131, wholeTime 36108055
line 95000, partTime 183339, wholeTime 36291394
line 96000, partTime 254843, wholeTime 36546237
line 97000, partTime 158917, wholeTime 36705155
line 98000, partTime 230867, wholeTime 36936022
line 99000, partTime 26584, wholeTime 36962606
line 100000, partTime 80650, wholeTime 37043257
line 101000, partTime 956839, wholeTime 38000096
line 102000, partTime 361704, wholeTime 38361801
line 103000, partTime 459166, wholeTime 38820967
line 104000, partTime 292912, wholeTime 39113879
line 105000, partTime 630964, wholeTime 39744844
line 106000, partTime 207445, wholeTime 39952289
line 107000, partTime 157917, wholeTime 40110207
line 108000, partTime 152729, wholeTime 40262936
line 109000, partTime 402918, wholeTime 40665854
line 110000, partTime 229316, wholeTime 40895170
line 111000, partTime 48045, wholeTime 40943215
line 112000, partTime 214202, wholeTime 41157417
line 113000, partTime 247345, wholeTime 41404763
line 114000, partTime 103323, wholeTime 41508086
line 115000, partTime 4635, wholeTime 41512721
line 116000, partTime 286954, wholeTime 41799676
line 117000, partTime 187631, wholeTime 41987307
line 118000, partTime 140805, wholeTime 42128112
line 119000, partTime 191954, wholeTime 42320067
line 120000, partTime 352108, wholeTime 42672175
line 121000, partTime 18103, wholeTime 42690279
line 122000, partTime 66812, wholeTime 42757091
line 123000, partTime 32048, wholeTime 42789140
line 124000, partTime 125149, wholeTime 42914289
line 125000, partTime 83064, wholeTime 42997353
line 126000, partTime 54086, wholeTime 43051439
line 127000, partTime 39125, wholeTime 43090564
line 128000, partTime 57525, wholeTime 43148089
line 129000, partTime 3815, wholeTime 43151904
line 130000, partTime 11094, wholeTime 43162998
line 131000, partTime 2773, wholeTime 43165771
line 131328, partTime 1507, wholeTime 43167278
Lines checked 1094
Paths count 15784277
Colors used 8
